Chroma,Spectral Centroid,Spectral Bandwidth,Spectral Rolloff,Zero-Crossing Rate,Tempo,Mel_Spectrogram_1,Mel_Spectrogram_2,Mel_Spectrogram_3,Mel_Spectrogram_4,Mel_Spectrogram_5,Mel_Spectrogram_6,Mel_Spectrogram_7,Mel_Spectrogram_8,Mel_Spectrogram_9,Mel_Spectrogram_10,Mel_Spectrogram_11,Mel_Spectrogram_12,Mel_Spectrogram_13,Mel_Spectrogram_14,Mel_Spectrogram_15,Mel_Spectrogram_16,Mel_Spectrogram_17,Mel_Spectrogram_18,Mel_Spectrogram_19,Mel_Spectrogram_20,Mel_Spectrogram_21,Mel_Spectrogram_22,Mel_Spectrogram_23,Mel_Spectrogram_24,Mel_Spectrogram_25,Mel_Spectrogram_26,Mel_Spectrogram_27,Mel_Spectrogram_28,Mel_Spectrogram_29,Mel_Spectrogram_30,Mel_Spectrogram_31,Mel_Spectrogram_32,Mel_Spectrogram_33,Mel_Spectrogram_34,Mel_Spectrogram_35,Mel_Spectrogram_36,Mel_Spectrogram_37,Mel_Spectrogram_38,Mel_Spectrogram_39,Mel_Spectrogram_40,Mel_Spectrogram_41,Mel_Spectrogram_42,Mel_Spectrogram_43,Mel_Spectrogram_44,Mel_Spectrogram_45,Mel_Spectrogram_46,Mel_Spectrogram_47,Mel_Spectrogram_48,Mel_Spectrogram_49,Mel_Spectrogram_50,Mel_Spectrogram_51,Mel_Spectrogram_52,Mel_Spectrogram_53,Mel_Spectrogram_54,Mel_Spectrogram_55,Mel_Spectrogram_56,Mel_Spectrogram_57,Mel_Spectrogram_58,Mel_Spectrogram_59,Mel_Spectrogram_60,Mel_Spectrogram_61,Mel_Spectrogram_62,Mel_Spectrogram_63,Mel_Spectrogram_64,Mel_Spectrogram_65,Mel_Spectrogram_66,Mel_Spectrogram_67,Mel_Spectrogram_68,Mel_Spectrogram_69,Mel_Spectrogram_70,Mel_Spectrogram_71,Mel_Spectrogram_72,Mel_Spectrogram_73,Mel_Spectrogram_74,Mel_Spectrogram_75,Mel_Spectrogram_76,Mel_Spectrogram_77,Mel_Spectrogram_78,Mel_Spectrogram_79,Mel_Spectrogram_80,Mel_Spectrogram_81,Mel_Spectrogram_82,Mel_Spectrogram_83,Mel_Spectrogram_84,Mel_Spectrogram_85,Mel_Spectrogram_86,Mel_Spectrogram_87,Mel_Spectrogram_88,Mel_Spectrogram_89,Mel_Spectrogram_90,Mel_Spectrogram_91,Mel_Spectrogram_92,Mel_Spectrogram_93,Mel_Spectrogram_94,Mel_Spectrogram_95,Mel_Spectrogram_96,Mel_Spectrogram_97,Mel_Spectrogram_98,Mel_Spectrogram_99,Mel_Spectrogram_100,Mel_Spectrogram_101,Mel_Spectrogram_102,Mel_Spectrogram_103,Mel_Spectrogram_104,Mel_Spectrogram_105,Mel_Spectrogram_106,Mel_Spectrogram_107,Mel_Spectrogram_108,Mel_Spectrogram_109,Mel_Spectrogram_110,Mel_Spectrogram_111,Mel_Spectrogram_112,Mel_Spectrogram_113,Mel_Spectrogram_114,Mel_Spectrogram_115,Mel_Spectrogram_116,Mel_Spectrogram_117,Mel_Spectrogram_118,Mel_Spectrogram_119,Mel_Spectrogram_120,Mel_Spectrogram_121,Mel_Spectrogram_122,Mel_Spectrogram_123,Mel_Spectrogram_124,Mel_Spectrogram_125,Mel_Spectrogram_126,Mel_Spectrogram_127,Mel_Spectrogram_128,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Label
0.25208333,3185.160631320678,3285.5638334884216,7471.421952037413,0.1075113743474478,95.703125,69.77583,232.73125,248.79715,297.4283,459.84058,299.46338,51.401314,21.147505,21.281044,36.136726,57.83812,49.531055,13.844645,4.3582644,8.149504,16.788143,22.60907,15.172922,7.9259653,7.141322,8.306141,9.866151,9.5907955,4.5392995,2.8874018,3.7328799,3.5467114,3.093834,2.3977473,2.2427044,1.556511,1.1759934,1.2237366,1.0594945,1.1581696,0.73040414,0.519826,0.79932934,0.92244786,0.7466409,0.51813465,0.7905359,0.7666516,0.74541223,0.84466654,0.7015714,0.8344154,0.7965943,0.58933234,0.3515722,0.43880516,0.5065699,0.36842212,0.4839354,0.4776638,0.49036694,0.5546752,0.46046206,0.3541875,0.36991146,0.35569683,0.23418236,0.28638732,0.22452554,0.2483925,0.32634383,0.1792253,0.20775178,0.33690858,0.41804335,0.464217,0.39581394,0.32708576,0.33120498,0.27471167,0.25098392,0.27568078,0.33547613,0.33435807,0.33773136,0.32684025,0.22796446,0.3467897,0.6323719,0.8483609,0.32982236,0.2583638,0.21928369,0.14370008,0.11559121,0.13633367,0.11977672,0.14843938,0.1835795,0.2406182,0.22314684,0.20777139,0.24775584,0.18852288,0.17459494,0.19170444,0.24188209,0.20414492,0.2766642,0.29235694,0.36744508,0.2079177,0.16510886,0.18887092,0.22635792,0.3490142,0.28612408,0.3575876,0.3521384,0.26427305,0.22708283,0.2749031,0.31558862,0.3961346,0.3639233,0.30263397,0.2543893,0.20242897,0.17478038,0.20093553,0.19600286,0.18324716,0.13651088,-78.8339,51.52047,42.24673,30.081593,20.089994,6.973851,8.016349,6.873313,-4.6300087,3.650249,3.6282666,4.3236527,2.5973763,hiphop
0.2742903,2145.045444983045,2358.7536603738904,4956.067376015081,0.08037456798627224,99.38401442307692,91.7305,245.11969,149.21344,141.07227,142.02803,119.62842,38.464046,23.658817,15.284223,33.993893,16.49357,11.417337,9.055291,8.344996,7.686002,9.512752,8.086219,5.0927143,3.5560086,5.4235525,3.339543,1.8050549,1.5412278,1.8436427,3.8290548,3.2522726,3.9817271,6.7522407,8.103697,6.34196,3.652951,3.0661788,3.0505738,3.0114052,2.8388605,2.2160103,2.0372815,1.4137938,0.79321593,1.0672063,1.0501074,1.3557808,2.1426828,2.1341598,1.99112,1.7462533,2.0703685,1.6809726,1.5508214,1.5803194,1.8197004,2.0719228,2.577392,1.7838366,1.5568491,1.4432145,1.2334921,1.2189269,1.6963172,3.217454,2.1624553,1.2255191,0.789785,0.5710273,0.6990256,0.6357655,0.5873873,0.66307706,0.81165516,1.1178038,0.60351825,0.4164175,0.4574459,0.5097841,0.37910926,0.5229492,0.58775365,0.39520016,0.5762475,0.437853,0.3839025,0.48972443,0.36459678,0.2662776,0.31871065,0.3419784,0.3411048,0.29278877,0.34682533,0.29201424,0.351108,0.3481481,0.48615965,0.38676256,0.28845662,0.20911308,0.17963408,0.16600165,0.15549077,0.18910414,0.15488712,0.13927498,0.123859234,0.1433589,0.10624946,0.1342128,0.10567376,0.1002909,0.11064192,0.10151203,0.11076603,0.09046489,0.07482673,0.08330809,0.07908776,0.08044864,0.070992395,0.04985209,0.04100702,0.028078962,0.017345307,0.01235354,0.00923304,0.009607269,0.011903785,0.012945988,0.011000885,0.0073918714,-76.79857,98.390625,-5.0479903,49.339622,-10.298393,33.28461,-9.9737,17.609251,-12.237133,18.658957,-10.978352,11.509188,-10.487104,hiphop
0.27160987,2582.0374965474734,2526.1833702352374,5731.720664606293,0.11600512676430781,151.99908088235293,14.959253,123.68423,90.84116,35.992012,28.074614,19.385996,12.246891,7.211478,6.949986,9.251738,6.867208,6.3408813,3.6484234,2.3731754,1.8700135,1.477949,1.3680589,1.5148526,2.2320797,2.6226926,3.1683795,4.124524,4.2682104,5.8007026,6.8093295,3.922941,1.9079428,1.7428426,1.5571755,1.1682893,1.6131555,0.8544684,0.62481314,0.7381417,0.80574924,0.9984284,1.5307372,1.9174087,1.1701138,1.0552464,1.067062,0.87115824,0.77265084,0.70177674,0.89745265,0.8987387,1.0462455,1.1055634,0.9878262,0.58097744,0.39606285,0.43556556,0.38315922,0.4767525,0.58302313,0.5646439,0.5770073,0.47248518,0.41739947,0.28140175,0.26458916,0.34547752,0.38849095,0.30626586,0.27570525,0.22299246,0.18267508,0.269669,0.28402075,0.19857644,0.12770477,0.1160938,0.3003163,0.27942607,0.171707,0.13291946,0.10266498,0.2636001,0.17287593,0.16326624,0.15267138,0.17209966,0.23628236,0.24051812,0.16756742,0.1589419,0.1898547,0.21830122,0.25534075,0.33351123,0.24894121,0.14496534,0.18408512,0.21229981,0.19810884,0.14216669,0.1528839,0.14602071,0.20707184,0.1597697,0.12338434,0.11835099,0.13397792,0.131858,0.08694283,0.08275506,0.079688296,0.09684573,0.1009922,0.079279155,0.111380674,0.09245982,0.06357579,0.069894284,0.07685705,0.052088067,0.04717485,0.04569313,0.019355392,0.019253869,0.01252449,0.002829863,0.0015544851,0.00028770082,4.6323203e-05,1.1596209e-05,4.370373e-07,2.043321e-07,-111.191635,80.62923,-0.891461,50.620903,-13.467605,35.32002,-14.841078,21.189829,-13.5769615,19.619339,-11.7664585,16.967947,-9.359965,hiphop
0.27212435,1470.2938674326106,1954.8448319946947,3279.0005641857597,0.05182163270978345,103.359375,58.241505,103.250725,44.885056,17.024426,30.563177,17.501202,12.671989,10.672222,3.4214585,2.131724,1.7960829,1.3687009,1.347354,0.8769866,0.9477151,1.4237671,1.3858091,0.81676126,0.4467301,0.6091167,0.74954456,0.7368475,0.61330295,0.35714796,0.4330488,0.26842046,0.54796374,0.56375647,0.19562452,0.14304867,0.27895966,0.23258808,0.42763403,0.29375413,0.1607472,0.11697456,0.14993475,0.18214282,0.26444736,0.31416643,0.23525657,0.2478642,0.24211879,0.18987216,0.16686013,0.22078574,0.20816246,0.20206752,0.22467773,0.16138168,0.22078426,0.2824226,0.23712187,0.12010813,0.13086167,0.1419214,0.14140964,0.11935148,0.12517051,0.15688476,0.13882688,0.12315247,0.10491687,0.07995111,0.07415485,0.07444296,0.0593485,0.065764,0.050118536,0.050183326,0.061236933,0.055228427,0.04738815,0.04466956,0.04957525,0.04743533,0.043263048,0.0365422,0.0351849,0.027087372,0.025784273,0.021533735,0.01882714,0.017038671,0.016637884,0.018788224,0.020142132,0.018510057,0.01619441,0.01429514,0.016686738,0.010909955,0.009031089,0.008577373,0.008878865,0.0070252162,0.0064436877,0.00814986,0.009322009,0.00895632,0.008663231,0.008450559,0.005961911,0.0077544153,0.00562384,0.005569285,0.0061284145,0.0050175004,0.005190362,0.005013966,0.0044244467,0.010315285,0.009064565,0.009696665,0.006341482,0.0036289506,0.0036967965,0.0024276807,0.0022019537,0.0009449738,0.0006620348,0.00027433984,8.3065235e-05,1.903996e-05,2.9124321e-06,4.0372842e-07,6.614347e-08,4.5140023e-08,-215.99901,122.53193,0.9069887,39.340004,9.276779,26.041027,-4.0447974,18.255962,-6.518696,13.916698,-3.0740812,8.889011,-4.3479905,hiphop
0.25243816,2827.4503871683432,2834.132127972592,6197.057852909483,0.103432186901341,143.5546875,47.013294,724.35297,268.05124,66.83559,39.6564,18.830732,19.745152,15.790757,12.87935,6.727682,2.4691694,1.884019,2.4090576,4.05328,3.9899542,4.494165,5.1426435,4.1958613,2.4591484,0.96928227,0.84171885,1.7997571,1.8579884,2.169602,2.2407155,1.7604464,3.1865523,7.338039,1.8560363,1.3570449,1.330909,1.5640593,2.3804088,1.508397,1.3152201,1.5323561,1.5593596,1.295309,0.9714028,0.88589066,0.98341995,0.8977378,1.1293689,1.0126379,0.83189195,0.7503475,0.56061935,0.6218232,1.1825769,1.2806907,0.7891897,0.6844329,0.5933326,0.85805535,0.7948944,0.50705135,0.60059875,1.1114885,0.8166327,0.8358437,0.9028933,0.8712367,0.6569675,0.65171134,0.85474515,1.0787878,0.810101,0.918238,0.6538055,0.65321386,0.6964768,0.57660115,0.47618613,0.5574535,0.8041596,0.5912945,0.43360263,0.40304905,0.26049894,0.27933982,0.2531146,0.2859063,0.34412888,0.29016945,0.47416744,0.23088327,0.27622616,0.41783392,0.24789214,0.23147808,0.13305488,0.13907531,0.14608905,0.18073787,0.15213494,0.11233167,0.13600232,0.12442515,0.13313687,0.11762555,0.09967928,0.11004996,0.10321618,0.10495409,0.12787013,0.16579987,0.14109121,0.1326441,0.13695325,0.14352101,0.1201727,0.12875475,0.11936279,0.106262945,0.098175436,0.101190545,0.08837996,0.08339214,0.0806168,0.08587026,0.0757303,0.060984336,0.047408205,0.035821512,0.02676984,0.018347066,0.011906508,0.0074340045,-100.84442,64.227585,12.814461,26.545551,12.6584,12.176756,2.396233,18.495611,1.5657251,12.027026,-1.5520723,6.7103066,3.8736312,hiphop
0.26712587,1976.8724759558752,2110.123008273574,4277.396769866589,0.08725355580529776,99.38401442307692,36.06547,123.58067,163.52954,163.11105,96.91019,77.72456,38.58856,16.02431,6.3875966,7.578244,20.251057,21.08354,22.869776,24.119175,28.561155,23.158106,28.843466,19.160732,8.020045,4.1154675,6.0660725,13.699004,4.468386,25.238667,25.471306,12.153516,16.209518,17.666735,19.338148,21.194597,19.135561,14.664159,13.866429,12.319045,8.725646,8.246273,8.4943695,4.489414,3.3295162,2.787279,2.1055064,1.6622521,2.917113,3.8622077,3.2898355,2.757324,4.237845,3.2144375,3.4900606,2.7847283,2.4507873,1.7565281,1.0924035,1.2256854,1.8108705,1.2567772,1.085349,1.3752073,1.8200428,1.1094097,0.8088495,0.9668892,1.6109958,1.1456575,1.2393683,1.2150934,1.1606045,0.74606633,0.6606671,0.67908716,0.6356393,0.53997284,0.48366788,0.79572207,0.9412421,0.86079586,0.89108986,1.0209576,0.96613735,0.6522855,0.666858,0.6001071,0.59731174,0.42751184,0.4251653,0.42492676,0.41637915,0.47171113,0.5293079,0.5017935,0.3921777,0.34546733,0.29136556,0.27281928,0.23442572,0.2166392,0.18598448,0.24068867,0.19487077,0.20212725,0.1781032,0.14369601,0.15394938,0.1252365,0.08855281,0.070420384,0.055746917,0.06642559,0.059913006,0.049298957,0.0513876,0.060096394,0.061138798,0.07384209,0.08579609,0.08664822,0.06606575,0.050121363,0.03697751,0.022373954,0.010308251,0.0037682496,0.001180637,0.00024871275,3.3040942e-05,3.837296e-06,9.329869e-07,7.2154063e-07,-67.06469,112.4042,-23.642937,44.273914,-18.864435,23.87318,-13.402471,20.146372,-10.64462,20.617966,-7.5052657,14.423792,-9.388905,hiphop
0.27412808,2677.2014312905194,2337.2949947868146,5366.388973227233,0.14572457463263727,143.5546875,3.4901702,98.66262,217.75444,97.02783,127.62806,83.62318,42.149364,29.084627,17.549885,11.042361,13.355073,21.8585,27.407692,23.262598,15.798733,6.891996,2.4193442,1.4173863,1.1240623,1.5611545,2.2395213,3.1619105,5.423595,9.127005,14.142392,14.874218,7.8909173,5.3465824,2.710953,1.6191208,0.9997038,0.89639354,0.82563704,0.78321314,1.0064219,1.4706672,1.8087075,1.8604558,1.2247906,1.477639,1.1717178,1.1243974,0.97461295,0.74558556,0.7475635,0.77106375,0.77819663,0.9524173,1.1514539,0.83376676,0.75836176,0.6117185,0.63193274,0.82571703,0.98708224,0.8676462,1.1120409,1.0758657,0.9187128,0.79905236,0.780905,0.68283874,0.7423595,0.91702497,0.8310825,0.7626823,0.80640846,1.1019163,1.1470608,1.1423161,0.83597213,0.7674493,0.9945106,0.86754113,0.8214871,0.9726577,0.8536582,0.80579096,0.7916402,0.63568884,0.5640582,0.55389154,0.5146914,0.59786177,0.61216813,0.5008201,0.5389994,0.45464593,0.4778997,0.43503642,0.4425246,0.45874494,0.41457286,0.3990537,0.42760518,0.40116054,0.35243824,0.31996807,0.33724186,0.3273914,0.31240654,0.32882366,0.3319782,0.2818662,0.25731936,0.23739116,0.23105747,0.19464567,0.16406538,0.1561835,0.15753578,0.13041055,0.11787154,0.1318278,0.15686204,0.19155586,0.16580594,0.16106747,0.13046046,0.08838106,0.038083434,0.016004743,0.0043731565,0.00092030916,0.00011903269,1.0454997e-05,5.845708e-07,3.4677385e-08,-113.53241,68.488365,-15.747566,56.377018,-8.181871,27.015606,-12.3755245,20.661098,-12.6683,15.433944,-10.997763,14.044764,-12.50229,hiphop
0.2684712,3460.24289862119,2917.5568063224846,7021.890286786841,0.17268506904625383,103.359375,13.745983,175.61105,338.84778,107.50401,80.93747,37.689686,21.166582,22.600834,13.741254,5.3051243,2.5571163,2.5744076,4.1504226,5.6119785,5.9731274,5.333063,4.2572594,3.0769951,2.8947318,2.1728902,0.8788764,1.4510064,1.8180914,1.9209813,2.0893593,1.261875,1.3223453,0.8932782,1.3227496,2.0637357,0.9436538,0.8547631,0.69689643,0.5958895,0.7920855,1.3905576,1.2525991,1.0151225,1.0517954,0.9795941,0.44833383,0.28325537,0.43957287,0.9016877,0.5014235,0.3894901,0.25404695,0.27254194,0.2848619,0.48138988,0.37280875,0.33058792,0.4146166,0.46706533,0.7614025,0.48749936,0.51537156,0.4069911,0.35012734,0.42780373,0.5375317,0.5441494,0.902723,0.77628255,0.7004269,0.9664493,0.85263014,0.88789487,0.97602403,1.0305965,0.9796745,1.0709553,0.8169844,0.99042165,1.2288618,1.3942298,1.2749816,1.222384,0.7109055,0.7554935,0.65643686,0.6023382,0.5396278,0.49712136,0.6337036,0.5188181,0.6000978,0.77817726,0.8697,0.70445806,0.74874073,0.6439005,0.6063341,0.4603066,0.38515672,0.34680042,0.35958457,0.30454114,0.33770132,0.3273705,0.2700824,0.2092315,0.21165879,0.2340848,0.27719733,0.33822376,0.26705626,0.3476721,0.24958307,0.20963977,0.276926,0.14475226,0.23190542,0.20182256,0.1557314,0.18321666,0.12734978,0.114603296,0.1269179,0.111183286,0.1144744,0.11631028,0.102466665,0.0797663,0.05103893,0.032098297,0.021541094,0.010139018,-102.89939,30.651878,20.85029,45.66796,9.681037,8.775831,1.5652859,12.388125,0.5594133,5.1369996,-2.7244704,8.163298,-1.3305275,hiphop
0.2555043,2774.064292349821,2700.4561048453725,5745.168508011891,0.11452140129543696,92.28515625,12.386705,130.29094,62.67469,21.954706,31.860716,16.91686,22.146545,30.779295,21.65838,60.40816,22.565332,3.5106273,1.7864025,1.4056023,2.6412761,6.40663,8.497923,10.324809,13.629317,20.165058,15.991156,9.561871,4.553416,2.996921,4.727659,5.350963,5.5867324,5.685015,4.8194947,5.3275957,7.007219,6.98369,7.6162663,6.2610173,5.8845544,3.090877,1.4783622,1.7891876,2.321163,2.6904535,4.5564194,3.3883493,2.5558796,1.6156467,1.6618737,1.048279,1.3056935,2.179765,2.8203313,2.039264,1.5640318,1.3627235,1.0162132,1.1706377,1.9739678,1.9819546,1.4618757,1.6379676,0.80237556,1.0170738,1.2756082,1.0983013,1.682857,0.72624767,0.7594808,0.76509017,1.5289409,1.1355835,0.79991317,0.86720186,2.1164765,1.7123014,1.1139497,1.1280361,0.95935935,0.94389325,0.993057,0.861539,0.6138568,0.50277007,0.45485088,0.43973705,0.47467026,0.64533037,0.7758876,0.85079044,0.88102216,0.94130063,0.82648396,0.46024323,0.2769178,0.2132264,0.1642614,0.15224047,0.13395679,0.120267816,0.15386963,0.15605354,0.11794413,0.1219826,0.14408238,0.136196,0.12812161,0.11763172,0.11579313,0.104259685,0.12519488,0.1312089,0.15425077,0.1513141,0.1288686,0.112440564,0.08851678,0.08042308,0.08992451,0.08042657,0.08443779,0.085294574,0.08412109,0.07909902,0.076117516,0.07714797,0.06416848,0.046000995,0.031667385,0.023496397,0.020142008,0.015163495,-83.25371,67.73527,1.2410206,29.653978,12.586732,5.616965,6.2087727,8.087188,-4.7669544,7.666656,-1.1727865,4.248984,1.9444283,hiphop
0.25326183,3070.837758466109,2349.664526925648,5754.494566596578,0.17704972387374324,172.265625,14.1834955,273.18088,108.62128,44.331512,34.191746,35.01246,14.653254,4.816975,3.869846,4.066492,3.8670466,6.567595,12.252699,12.537406,13.946521,10.636569,8.853997,8.000745,7.089793,3.1123507,3.5056782,2.2404907,3.6764617,2.8431125,2.4302676,3.0546818,3.6719754,6.341357,4.7437253,5.625068,6.7470045,5.0641575,4.7515893,2.903651,2.1246455,1.3275701,2.1656017,1.5151365,0.74642664,0.67978144,0.7315773,0.8484514,0.8506489,0.95271057,1.1840264,1.4696865,1.3803766,1.4657402,1.4240341,1.3155816,1.1575907,1.5435811,1.6051354,0.83739585,0.90620667,1.3511474,1.9070691,2.0759876,2.2560298,1.3834162,1.6110355,1.0762678,0.9727287,0.9692407,0.9459841,0.9359627,0.7828558,0.8669652,0.726903,0.72631663,0.8742331,1.1185908,1.2466094,1.116331,0.9081034,0.9179121,0.9397246,0.9220405,0.81008434,0.69749373,0.6019229,0.61423934,0.6781334,0.7469348,0.7205649,0.6927091,0.6847229,0.9049913,0.8727588,0.78853947,0.6913703,0.790833,0.7052586,0.75537175,0.5543455,0.45567536,0.40220898,0.36330977,0.36869496,0.40591282,0.3521361,0.29268926,0.2919044,0.29858628,0.2661576,0.26467037,0.2226731,0.20256953,0.20598511,0.17979033,0.20710796,0.19666721,0.16251014,0.16102937,0.14168406,0.12810251,0.11387252,0.0684161,0.04678645,0.033309802,0.022009553,0.012910636,0.007866135,0.005938738,0.0054134037,0.0053029316,0.0052736704,0.005234565,-111.1565,55.170074,-18.427658,47.191257,-24.79131,22.537811,-21.141804,12.539442,-15.8703985,16.290924,-12.5663395,9.6244955,-12.129928,hiphop
0.26580483,2595.994967867747,2881.8281456296077,5859.520974568591,0.08233033642691415,103.359375,6.373318,75.41948,72.62187,37.17795,34.86,25.663473,11.966969,13.352065,16.700268,6.9279094,4.1096764,3.9844558,2.272148,2.1594148,2.3093255,1.6317314,3.2716537,11.25532,12.996908,5.0599556,2.8731172,2.4279451,2.51774,1.722393,1.8460051,2.232514,3.78778,2.930329,2.4602509,1.6962652,1.4662677,1.150378,1.0485284,0.82963556,1.135805,1.562414,1.8531489,1.4267442,0.82799405,0.5917426,0.56196463,0.72207874,0.5652894,0.58993053,0.64174443,0.4206105,0.34278235,0.24623232,0.2754987,0.28699014,0.23998243,0.20948356,0.19928904,0.18886432,0.2113255,0.1979047,0.23470265,0.19700605,0.18155256,0.12923585,0.15610878,0.16573255,0.14107084,0.16189788,0.16261739,0.1654404,0.17019913,0.17679891,0.15342018,0.14615078,0.10059264,0.07959729,0.060956527,0.06810497,0.08623513,0.08691568,0.073940955,0.07460102,0.06582651,0.061723147,0.05399677,0.064999856,0.09066407,0.062545754,0.08536346,0.0805504,0.056109358,0.08170352,0.15629825,0.044854727,0.038348585,0.06984789,0.09202367,0.085088566,0.09599957,0.06372286,0.0742087,0.11863228,0.07554279,0.07390281,0.07164622,0.056564637,0.061129395,0.05440804,0.055844367,0.050942425,0.07130249,0.06021681,0.063192256,0.059700266,0.053091392,0.061284866,0.05350179,0.052174143,0.049389895,0.050835453,0.04194331,0.047262076,0.047679737,0.047750585,0.04822084,0.041879248,0.03818453,0.040928658,0.038170096,0.033985823,0.031427916,0.03228111,-146.45955,81.55766,31.96333,22.411772,5.077597,13.6172695,6.4876943,8.408617,4.4354043,4.9975214,1.8295834,2.8662934,4.52971,hiphop
0.25688308,2671.1443441180336,2494.6900227127685,5320.449807859629,0.1221979529195669,92.28515625,95.656845,517.75116,289.00073,177.28645,74.84946,26.629423,16.27865,16.908222,15.914371,7.2246413,3.1018698,3.4160228,3.6249297,12.251678,6.925301,7.037327,9.59455,15.530504,8.2404995,9.540066,7.6959324,3.789646,3.4470088,3.6162367,4.0165296,4.350452,4.1056514,3.3493557,2.5365686,2.0840948,1.4737779,1.8481215,1.3115655,1.5709331,1.4222716,1.7566307,1.3040421,1.3591738,1.190583,2.0227015,1.3712554,1.8965113,1.6177921,1.4483663,1.4509355,1.6838909,1.7012359,1.5709449,1.4887067,2.2159505,1.9116268,1.757915,2.2715974,3.138714,2.0966175,2.2938042,1.5351129,2.094684,2.1343794,3.0188353,3.1792822,2.642452,2.8192973,2.5292222,2.020974,1.5156822,1.6828434,2.9683437,2.2940812,1.5019432,2.5214374,2.4020305,1.6840019,1.620166,1.3731787,1.2686126,1.1965438,0.88414186,0.9689461,0.80952555,0.7746304,0.828255,0.6901135,0.6320856,0.6074329,0.8263927,0.86650264,0.6077778,0.65472054,0.4902545,0.43462795,0.5799667,0.40081626,0.47250214,0.48545316,0.38552472,0.34968907,0.42219844,0.5098206,0.39283195,0.33960697,0.33321717,0.26739544,0.22045124,0.2022521,0.21960673,0.22210401,0.18435094,0.16352677,0.13272083,0.13344727,0.109477244,0.12228153,0.08830695,0.0972227,0.11484344,0.084532775,0.06043699,0.07182605,0.07487764,0.0713609,0.05932777,0.04168102,0.039893143,0.044761892,0.050860293,0.03821098,0.03194351,-98.853745,71.11213,-10.053335,31.729233,5.1477127,1.8780879,-8.90375,-4.2622504,-5.9646845,-4.266651,-0.6641838,-1.8670931,-0.51587856,hiphop
0.26206547,1846.32383638541,2233.069353886014,3875.1690673828125,0.061756110913825754,89.10290948275862,41.08965,258.43887,164.00713,109.769966,68.58624,35.34847,11.131949,2.966841,4.031727,2.2216797,1.8622702,1.3283491,1.2317994,1.762685,2.1302066,3.5250459,7.6610603,6.279032,3.637769,3.944404,2.3326757,1.6761106,1.947272,1.5553589,2.63505,9.3568125,3.9582605,0.79928774,0.5128517,0.45775723,0.9365699,1.0855488,1.7548832,1.8074052,3.005185,0.9796265,0.5502816,0.8700469,1.3920889,1.0530059,0.94861984,1.2300985,1.323699,0.6986716,0.40540588,0.51617134,0.7961307,0.5106961,0.708408,1.2517736,0.52654105,0.31515688,0.35914117,0.52638954,0.6048866,0.44886652,0.31941566,0.22224599,0.28939044,0.36676988,0.44977242,0.25526628,0.2431273,0.24318394,0.2853696,0.2598121,0.38085216,0.27066416,0.77136105,0.55619323,0.17258084,0.17402497,0.2839951,0.16434295,0.14079046,0.12545691,0.10607428,0.066574514,0.063262604,0.09856794,0.096062735,0.12679595,0.12135968,0.124628216,0.13188083,0.12598665,0.12463937,0.13219264,0.100385815,0.06822412,0.066039875,0.04677559,0.03614676,0.04107637,0.043482866,0.053924184,0.05946738,0.048399653,0.045371186,0.036220152,0.043697596,0.03524062,0.02936747,0.029004391,0.03302347,0.031685263,0.032268085,0.028428188,0.032086615,0.039573442,0.027343828,0.026942652,0.023231974,0.027382735,0.020898812,0.021566099,0.016965782,0.018663932,0.018420566,0.015392482,0.014788517,0.012499523,0.01009405,0.010316864,0.012322686,0.012481626,0.008565525,0.007471362,-154.78532,113.06958,-3.8357592,18.290533,13.33117,8.434421,8.840064,11.33439,8.993481,10.143327,6.1992917,9.774344,9.39089,hiphop
